,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,51.147499084472656,51.52750015258789,50.875,51.125,49.40752410888672,67467200,138.9600067138672,139.0500030517578,136.52000427246094,137.0800018310547,130.732666015625,22726100,57.33649826049805,57.92900085449219,57.33649826049805,57.67300033569336,57.60688400268555,25352000,100.52899932861328,101.31600189208984,100.06099700927734,100.49500274658203,100.49500274658203,52364000,16.6200008392334,16.902000427246094,16.528667449951172,16.825332641601562,16.825332641601562,122235000
2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,50.837501525878906,49.12967300415039,56430000,137.6999969482422,137.92999267578125,136.22000122070312,136.27000427246094,129.96011352539062,20211000,57.54600143432617,57.922000885009766,57.33100128173828,57.33700180053711,57.271270751953125,19538000,100.35250091552734,100.5999984741211,99.60150146484375,99.60150146484375,99.60150146484375,51176000,17.044666290283203,17.220666885375977,16.889999389648438,16.99066734313965,16.99066734313965,146470500
2019-07-18,51.0,51.470001220703125,50.92499923706055,51.415000915527344,49.687774658203125,74162400,135.5500030517578,136.6199951171875,134.6699981689453,136.4199981689453,130.10316467285156,30381800,57.099998474121094,57.40850067138672,56.643001556396484,57.36199951171875,57.296241760253906,25450000,99.00050354003906,99.375,97.57749938964844,98.8949966430664,98.8949966430664,69738000,17.003332138061523,17.049999237060547,16.792667388916016,16.902666091918945,16.902666091918945,71379000
2019-07-19,51.4474983215332,51.625,50.59000015258789,50.647499084472656,48.9460563659668,83717200,140.22000122070312,140.6699981689453,136.4499969482422,136.6199951171875,130.2939453125,48992400,57.465999603271484,57.57899856567383,56.5625,56.57749938964844,56.51264190673828,23184000,99.56050109863281,99.80000305175781,98.11150360107422,98.22599792480469,98.22599792480469,63712000,17.04599952697754,17.33066749572754,16.974666595458984,17.211999893188477,17.211999893188477,105726000
2019-07-22,50.912498474121094,51.807498931884766,50.90250015258789,51.80500030517578,50.064674377441406,89111600,137.41000366210938,139.19000244140625,137.3300018310547,138.42999267578125,132.0200958251953,25074900,56.77349853515625,57.000999450683594,56.260501861572266,56.96049880981445,56.895198822021484,28914000,98.55699920654297,99.44999694824219,97.91300201416016,99.28150177001953,99.28150177001953,58000000,17.25,17.476667404174805,16.945999145507812,17.045333862304688,17.045333862304688,102636000
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,50.4560661315918,73420800,139.75999450683594,139.99000549316406,138.02999877929688,139.2899932861328,132.8402557373047,18034600,57.17250061035156,57.44300079345703,56.64250183105469,57.40250015258789,57.33669662475586,20648000,99.79949951171875,99.8895034790039,98.65650177001953,99.72450256347656,99.72450256347656,54070000,17.11400032043457,17.365333557128906,16.96666717529297,17.344667434692383,17.344667434692383,75346500
2019-07-24,51.91749954223633,52.287498474121094,51.79249954223633,52.16749954223633,50.415000915527344,59966400,138.89999389648438,140.74000549316406,138.85000610351562,140.72000122070312,134.20407104492188,20738300,56.63100051879883,57.27299880981445,56.425498962402344,56.98649978637695,56.921173095703125,27192000,98.46499633789062,100.06500244140625,98.29350280761719,100.04049682617188,100.04049682617188,52626000,17.277999877929688,17.738000869750977,17.21066665649414,17.658666610717773,17.658666610717773,166092000
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,50.01634979248047,55638400,140.42999267578125,140.61000061035156,139.32000732421875,140.19000244140625,133.69859313964844,18356900,56.9474983215332,57.179500579833984,56.18550109863281,56.797000885009766,56.73189163208008,54762000,100.05000305175781,100.05999755859375,98.63600158691406,98.69100189208984,98.69100189208984,82730000,15.566666603088379,15.633333206176758,15.036666870117188,15.254667282104492,15.254667282104492,336274500
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.1902961730957,70475600,140.3699951171875,141.67999267578125,140.3000030517578,141.33999633789062,134.7953338623047,19037600,61.400001525878906,63.419498443603516,61.400001525878906,62.26100158691406,62.18962860107422,121216000,97.0999984741211,97.54499816894531,96.22550201416016,97.15249633789062,97.15249633789062,98542000,15.128000259399414,15.350666999816895,14.816666603088379,15.202667236328125,15.202667236328125,150415500
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,50.65901565551758,86693600,141.5,141.50999450683594,139.3699951171875,141.02999877929688,134.49969482421875,16605900,62.125,62.449501037597656,61.5099983215332,62.09199905395508,62.020816802978516,41382000,96.5,96.61150360107422,94.5270004272461,95.62249755859375,95.62249755859375,89864000,15.13933277130127,15.72933292388916,15.0686674118042,15.718000411987305,15.718000411987305,139099500
2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,50.44157409667969,135742800,140.13999938964844,141.22000122070312,139.8000030517578,140.35000610351562,133.85122680664062,16846500,61.349998474121094,61.84550094604492,61.26599884033203,61.400001525878906,61.329612731933594,28616000,94.55599975585938,95.49449920654297,94.17400360107422,94.92649841308594,94.92649841308594,58218000,15.526666641235352,16.224000930786133,15.478667259216309,16.150667190551758,16.150667190551758,121635000
2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,51.47080612182617,277125600,140.3300018310547,140.49000549316406,135.0800018310547,136.27000427246094,129.96011352539062,38598800,61.243499755859375,61.74549865722656,60.409000396728516,60.90999984741211,60.84017562866211,39960000,94.90550231933594,94.97750091552734,92.47200012207031,93.33899688720703,93.33899688720703,89414000,16.200000762939453,16.44533348083496,15.776666641235352,16.107332229614258,16.107332229614258,137673000
2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,50.35700988769531,216071600,137.0,140.94000244140625,136.92999267578125,138.05999755859375,131.66722106933594,40557500,60.881500244140625,61.814998626708984,60.349998474121094,60.5890007019043,60.5195426940918,35426000,93.58599853515625,94.89600372314453,92.20050048828125,92.76599884033203,92.76599884033203,94266000,16.176666259765625,16.30066680908203,15.451333045959473,15.59000015258789,15.59000015258789,123892500
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,49.29155731201172,163448400,138.08999633789062,138.32000732421875,135.25999450683594,136.89999389648438,130.5609588623047,30791600,60.150001525878906,60.474998474121094,59.5,59.816001892089844,59.74742889404297,34910000,92.25350189208984,92.31800079345703,90.4010009765625,91.16200256347656,91.16200256347656,99124000,15.423333168029785,15.751333236694336,15.281999588012695,15.62266731262207,15.62266731262207,92047500
2019-08-05,49.497501373291016,49.662498474121094,48.14500045776367,48.334999084472656,46.711246490478516,209572000,133.3000030517578,133.92999267578125,130.77999877929688,132.2100067138672,126.08811950683594,42749600,58.64849853515625,58.84400177001953,57.13750076293945,57.73749923706055,57.67131042480469,47840000,88.51100158691406,89.43350219726562,87.43900299072266,88.25650024414062,88.25650024414062,121164000,15.30666732788086,15.424667358398438,15.052000045776367,15.221332550048828,15.221332550048828,105424500
2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,47.59550476074219,143299200,133.8000030517578,135.67999267578125,133.2100067138672,134.69000244140625,128.45327758789062,32696700,58.2760009765625,59.06999969482422,58.076499938964844,58.55400085449219,58.48687744140625,36014000,89.61150360107422,89.6884994506836,87.66999816894531,89.3915023803711,89.3915023803711,101406000,15.458666801452637,15.5,15.050000190734863,15.383333206176758,15.383333206176758,83463000
2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,48.0883674621582,133457600,133.7899932861328,135.64999389648438,131.8300018310547,135.27999877929688,129.01597595214844,33414500,57.88999938964844,58.993499755859375,57.54199981689453,58.795501708984375,58.72809982299805,30686000,88.69950103759766,89.94650268554688,87.8499984741211,89.66999816894531,89.66999816894531,90538000,15.100000381469727,15.571332931518555,15.053333282470703,15.561332702636719,15.561332702636719,71647500
2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,49.14899444580078,108038000,136.60000610351562,138.99000549316406,135.92999267578125,138.88999938964844,132.4588165283203,27496500,59.32149887084961,60.31399917602539,58.70000076293945,60.30950164794922,60.24036407470703,30116000,90.30000305175781,91.71299743652344,89.90550231933594,91.64450073242188,91.64450073242188,74024000,15.630000114440918,15.986666679382324,15.510000228881836,15.886667251586914,15.886667251586914,79114500
2019-08-09,50.32500076293945,50.689998626708984,49.8224983215332,50.247501373291016,48.743995666503906,98478800,138.61000061035156,139.3800048828125,136.4600067138672,137.7100067138672,131.3334197998047,23466700,59.9995002746582,60.222999572753906,59.24449920654297,59.44499969482422,59.376853942871094,20418000,91.44750213623047,91.55449676513672,90.11100006103516,90.37899780273438,90.37899780273438,57596000,15.736666679382324,15.93066692352295,15.587332725524902,15.667332649230957,15.667332649230957,58473000
2019-08-12,49.904998779296875,50.51250076293945,49.787498474121094,50.119998931884766,48.620304107666016,89927600,137.07000732421875,137.86000061035156,135.24000549316406,135.7899932861328,129.50230407714844,20484300,59.0,59.28049850463867,58.43600082397461,58.724998474121094,58.657676696777344,22064000,89.79949951171875,90.04900360107422,88.8499984741211,89.24600219726562,89.24600219726562,58110000,15.53266716003418,15.718000411987305,15.25,15.267333030700684,15.267333030700684,69958500
2019-08-13,50.255001068115234,53.03499984741211,50.119998931884766,52.24250030517578,50.67930603027344,188874000,136.0500030517578,138.8000030517578,135.0,138.60000610351562,132.18223571777344,25154600,58.717498779296875,60.27149963378906,58.64950180053711,59.83649826049805,59.76790237426758,28434000,89.1500015258789,91.58699798583984,89.0,91.21700286865234,91.21700286865234,79880000,15.253999710083008,15.733332633972168,15.170000076293945,15.666666984558105,15.666666984558105,72721500
2019-08-14,50.790000915527344,51.61000061035156,50.647499084472656,50.6875,49.170833587646484,146189600,136.36000061035156,136.9199981689453,133.6699981689453,133.97999572753906,128.20162963867188,32527300,58.80350112915039,59.13949966430664,58.05350112915039,58.212501525878906,58.14576721191406,35430000,89.65049743652344,89.78250122070312,87.86100006103516,88.14800262451172,88.14800262451172,97872000,15.413999557495117,15.433333396911621,14.446000099182129,14.641332626342773,14.641332626342773,143439000
2019-08-15,50.8650016784668,51.28499984741211,49.91749954223633,50.435001373291016,48.92588806152344,108909600,134.38999938964844,134.5800018310547,132.25,133.67999267578125,127.9145736694336,28074400,58.42150115966797,58.82099914550781,58.150001525878906,58.465999603271484,58.39897537231445,28506000,89.09950256347656,89.4000015258789,88.0979995727539,88.80599975585938,88.80599975585938,75182000,14.723999977111816,14.77066707611084,14.103333473205566,14.37600040435791,14.37600040435791,122394000
2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,50.08027267456055,110481600,134.8800048828125,136.4600067138672,134.72000122070312,136.1300048828125,130.25892639160156,24449100,59.03950119018555,59.19200134277344,58.650001525878906,58.96049880981445,58.892906188964844,24916000,89.64450073242188,90.14550018310547,89.22750091552734,89.62850189208984,89.62850189208984,60360000,14.444000244140625,14.815999984741211,14.40133285522461,14.662667274475098,14.662667274475098,76477500
2019-08-19,52.654998779296875,53.182498931884766,52.50749969482422,52.587501525878906,51.013980865478516,97654400,137.85000610351562,138.5500030517578,136.88999938964844,138.41000366210938,132.44058227539062,24355700,59.59149932861328,60.46950149536133,59.52000045776367,60.02199935913086,59.953189849853516,24450000,90.90399932861328,91.30000305175781,90.63050079345703,90.80599975585938,90.80599975585938,56326000,14.947333335876465,15.188667297363281,14.779999732971191,15.121999740600586,15.121999740600586,79644000
2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,51.01640701293945,107537200,138.2100067138672,138.7100067138672,137.24000549316406,137.25999450683594,131.34017944335938,21170800,59.76750183105469,59.900001525878906,59.15250015258789,59.17649841308594,59.10866165161133,20206000,90.7249984741211,90.84100341796875,89.99400329589844,90.06900024414062,90.06900024414062,38590000,15.174667358398438,15.272666931152344,14.969332695007324,15.057332992553711,15.057332992553711,61878000
2019-08-21,53.247501373291016,53.412498474121094,52.900001525878906,53.15999984741211,51.56935119628906,86141600,138.5500030517578,139.49000549316406,138.0,138.7899932861328,132.80421447753906,14970300,59.79100036621094,60.02799987792969,59.395999908447266,59.57899856567383,59.51070022583008,14152000,90.96949768066406,91.47899627685547,90.75,91.177001953125,91.177001953125,40636000,14.800666809082031,14.881333351135254,14.506667137145996,14.722000122070312,14.722000122070312,116914500
2019-08-22,53.29750061035156,53.61000061035156,52.6875,53.1150016784668,51.525699615478516,89014800,138.66000366210938,139.1999969482422,136.2899932861328,137.77999877929688,131.83775329589844,18697000,59.689998626708984,59.93899917602539,58.945499420166016,59.57600021362305,59.5077018737793,17352000,91.4000015258789,91.47049713134766,90.00499725341797,90.23300170898438,90.23300170898438,53070000,14.853333473205566,15.026666641235352,14.54800033569336,14.8100004196167,14.8100004196167,98385000
2019-08-23,52.35749816894531,53.01250076293945,50.25,50.65999984741211,49.14414596557617,187272000,137.19000244140625,138.35000610351562,132.8000030517578,133.38999938964844,127.63707733154297,38508600,59.25849914550781,59.78350067138672,57.5,57.67900085449219,57.61288070678711,36254000,89.65149688720703,90.24500274658203,87.2614974975586,87.48100280761719,87.48100280761719,105416000,14.664667129516602,14.744667053222656,14.066666603088379,14.09333324432373,14.09333324432373,128079000
2019-08-26,51.46500015258789,51.79750061035156,51.26499938964844,51.622501373291016,50.077850341796875,104174400,134.99000549316406,135.55999755859375,133.89999389648438,135.4499969482422,129.60824584960938,20312600,57.97249984741211,58.59299850463867,57.74250030517578,58.558998107910156,58.49186706542969,21166000,88.34549713134766,88.5,87.17549896240234,88.44349670410156,88.44349670410156,61600000,14.239999771118164,14.334667205810547,14.102666854858398,14.333333015441895,14.333333015441895,75778500
2019-08-27,51.96500015258789,52.13750076293945,50.88249969482422,51.040000915527344,49.512786865234375,103493200,136.38999938964844,136.72000122070312,134.66000366210938,135.74000549316406,129.8857421875,23102100,59.150001525878906,59.25,58.22800064086914,58.54100036621094,58.47389221191406,23460000,88.7864990234375,88.97000122070312,87.33399963378906,88.09149932861328,88.09149932861328,60394000,14.38266658782959,14.58666706085205,14.135333061218262,14.272000312805176,14.272000312805176,81243000
2019-08-28,51.025001525878906,51.43000030517578,50.83000183105469,51.38249969482422,49.84503936767578,63755200,134.8800048828125,135.75999450683594,133.5500030517578,135.55999755859375,129.7134552001953,17393300,58.243499755859375,58.92499923706055,58.01250076293945,58.6875,58.62022018432617,16810000,87.75,88.39299774169922,87.20249938964844,88.2125015258789,88.2125015258789,48394000,14.246000289916992,14.483332633972168,14.154000282287598,14.37266731262207,14.37266731262207,48382500
2019-08-29,52.125,52.33000183105469,51.665000915527344,52.252498626708984,50.68899154663086,83962000,137.25,138.44000244140625,136.91000366210938,138.1199951171875,132.16310119628906,20168700,59.32099914550781,59.95949935913086,59.263999938964844,59.71200180053711,59.643550872802734,19636000,89.1500015258789,89.92749786376953,88.86250305175781,89.31999969482422,89.31999969482422,60302000,14.600000381469727,14.893333435058594,14.533332824707031,14.780667304992676,14.780667304992676,77692500
2019-08-30,52.540000915527344,52.61249923706055,51.79999923706055,52.185001373291016,50.6235237121582,84573600,139.14999389648438,139.17999267578125,136.27000427246094,137.86000061035156,131.91432189941406,23940100,60.01750183105469,60.01750183105469,59.2859992980957,59.5265007019043,59.45825958251953,18064000,89.87449645996094,89.98699951171875,88.22850036621094,88.81449890136719,88.81449890136719,61174000,15.276666641235352,15.496000289916992,14.947333335876465,15.040666580200195,15.040666580200195,139809000
2019-09-03,51.60749816894531,51.744998931884766,51.05500030517578,51.42499923706055,49.886260986328125,80092000,136.61000061035156,137.1999969482422,135.6999969482422,136.0399932861328,130.17279052734375,18869300,59.092498779296875,59.45399856567383,58.18550109863281,58.477500915527344,58.410465240478516,25908000,88.5,90.04000091552734,88.4000015258789,89.49199676513672,89.49199676513672,70860000,14.938667297363281,15.263333320617676,14.87733268737793,15.000666618347168,15.000666618347168,80311500
2019-09-04,52.09749984741211,52.369998931884766,51.83000183105469,52.29750061035156,50.73265838623047,76752400,137.3000030517578,137.69000244140625,136.47999572753906,137.6300048828125,131.69419860839844,17995900,58.97249984741211,59.24399948120117,58.576499938964844,59.11349868774414,59.04573059082031,21312000,90.25,90.38150024414062,89.8115005493164,90.03099822998047,90.03099822998047,46482000,15.12600040435791,15.230667114257812,14.61400032043457,14.711999893188477,14.711999893188477,86415000
2019-09-05,53.0,53.49250030517578,52.877498626708984,53.31999969482422,51.72456741333008,95654800,139.11000061035156,140.3800048828125,138.75999450683594,140.0500030517578,134.0098419189453,26101800,59.68299865722656,60.70000076293945,59.634498596191406,60.609500885009766,60.54001998901367,26394000,91.09750366210938,92.0999984741211,90.77899932861328,92.03600311279297,92.03600311279297,66216000,14.833333015441895,15.319999694824219,14.723333358764648,15.305333137512207,15.305333137512207,110929500
2019-09-06,53.51250076293945,53.60499954223633,53.127498626708984,53.314998626708984,51.71971130371094,77449200,140.02999877929688,140.17999267578125,138.1999969482422,139.10000610351562,133.100830078125,20824500,60.457000732421875,60.647499084472656,60.16299819946289,60.316001892089844,60.246856689453125,18972000,91.91100311279297,92.03250122070312,91.31999969482422,91.67549896240234,91.67549896240234,49938000,15.146666526794434,15.309332847595215,15.011333465576172,15.16333293914795,15.16333293914795,62841000
2019-09-09,53.709999084472656,54.11000061035156,52.76750183105469,53.54249954223633,51.940406799316406,109237600,139.58999633789062,139.75,136.4600067138672,137.52000427246094,131.5889892578125,25773900,60.354000091552734,61.02750015258789,59.65850067138672,60.26350021362305,60.19441604614258,31854000,92.05000305175781,92.5,91.23049926757812,91.56749725341797,91.56749725341797,59990000,15.333333015441895,15.583999633789062,15.281999588012695,15.452667236328125,15.452667236328125,72040500
2019-09-10,53.46500015258789,54.19499969482422,52.9275016784668,54.17499923706055,52.553977966308594,127111600,136.8000030517578,136.88999938964844,134.50999450683594,136.0800018310547,130.21109008789062,28903400,59.804500579833984,60.5,59.800498962402344,60.28499984741211,60.21588897705078,27922000,91.13749694824219,91.29049682617188,90.26699829101562,91.02749633789062,91.02749633789062,52278000,15.386667251586914,15.702667236328125,15.262666702270508,15.702667236328125,15.702667236328125,73255500
2019-09-11,54.51750183105469,55.9275016784668,54.432498931884766,55.897499084472656,54.22493362426758,177158400,135.91000366210938,136.27000427246094,135.08999633789062,136.1199951171875,130.2493438720703,24726100,60.19449996948242,61.12350082397461,60.11399841308594,61.0,60.93007278442383,23522000,90.60700225830078,91.6709976196289,90.4540023803711,91.14949798583984,91.14949798583984,48656000,15.825332641601562,16.544666290283203,15.733332633972168,16.47333335876465,16.47333335876465,150642000
2019-09-12,56.20000076293945,56.60499954223633,55.71500015258789,55.772499084472656,54.103675842285156,128906800,137.85000610351562,138.4199981689453,136.8699951171875,137.52000427246094,131.5889892578125,27010000,61.173500061035156,62.12099838256836,61.12799835205078,61.74850082397461,61.67771530151367,31644000,91.88150024414062,92.68299865722656,91.71399688720703,92.17749786376953,92.17749786376953,56470000,16.51333236694336,16.899999618530273,16.293333053588867,16.391332626342773,16.391332626342773,128718000
2019-09-13,55.0,55.1974983215332,54.255001068115234,54.6875,53.05113983154297,159053200,137.77999877929688,138.05999755859375,136.57000732421875,137.32000732421875,131.39759826660156,23363100,61.605499267578125,62.0525016784668,61.354000091552734,62.00149917602539,61.930423736572266,23676000,92.10050201416016,92.30599975585938,91.75849914550781,91.96700286865234,91.96700286865234,39426000,16.464000701904297,16.56333351135254,16.32466697692871,16.34666633605957,16.34666633605957,79696500
2019-09-16,54.432498931884766,55.032501220703125,54.38999938964844,54.974998474121094,53.33003616333008,84632400,135.8300018310547,136.6999969482422,135.66000366210938,136.3300018310547,130.45028686523438,16731400,61.52199935913086,61.95100021362305,61.259498596191406,61.58150100708008,61.51090621948242,28218000,91.20099639892578,91.28450012207031,90.01000213623047,90.39199829101562,90.39199829101562,73510000,16.399999618530273,16.495332717895508,16.077999114990234,16.187332153320312,16.187332153320312,70921500
2019-09-17,54.9900016784668,55.20500183105469,54.779998779296875,55.17499923706055,53.5240592956543,73274800,136.9600067138672,137.52000427246094,136.42999267578125,137.38999938964844,131.46456909179688,17814200,61.58150100708008,61.75,61.16749954223633,61.49399948120117,61.42350387573242,20806000,90.35399627685547,91.19950103759766,90.20500183105469,91.12750244140625,91.12750244140625,39648000,16.1646671295166,16.373332977294922,16.024667739868164,16.319332122802734,16.319332122802734,57981000
2019-09-18,55.26499938964844,55.712501525878906,54.86000061035156,55.692501068115234,54.02607345581055,101360000,137.36000061035156,138.6699981689453,136.52999877929688,138.52000427246094,132.54583740234375,23982100,61.512001037597656,61.8120002746582,60.82350158691406,61.63249969482422,61.56184387207031,17440000,90.85199737548828,91.10299682617188,89.7750015258789,90.87300109863281,90.87300109863281,50112000,16.333332061767578,16.544666290283203,16.158000946044922,16.232667922973633,16.232667922973633,62553000
2019-09-19,55.502498626708984,55.939998626708984,55.092498779296875,55.2400016784668,53.58710861206055,88242400,140.3000030517578,142.3699951171875,140.07000732421875,141.07000732421875,134.98585510253906,35772100,61.61600112915039,62.21699905395508,61.615501403808594,61.9375,61.86649703979492,16554000,91.0510025024414,91.62850189208984,90.8949966430664,91.07499694824219,91.07499694824219,40630000,16.399999618530273,16.529333114624023,16.32266616821289,16.440000534057617,16.440000534057617,71937000
2019-09-20,55.345001220703125,55.63999938964844,54.36750030517578,54.432498931884766,52.80376052856445,221652400,141.00999450683594,141.64999389648438,138.25,139.44000244140625,133.42616271972656,39167300,61.68199920654297,62.13999938964844,61.17900085449219,61.492000579833984,61.4215087890625,37692000,91.08550262451172,91.53150177001953,89.0459976196289,89.70800018310547,89.70800018310547,106838000,16.432666778564453,16.463333129882812,15.87733268737793,16.041332244873047,16.041332244873047,95295000
2019-09-23,54.73749923706055,54.959999084472656,54.412498474121094,54.68000030517578,53.04386901855469,76662000,139.22999572753906,139.6300048828125,138.44000244140625,139.13999938964844,133.1390380859375,17139300,61.32849884033203,61.98400115966797,61.18899917602539,61.734500885009766,61.66373062133789,20798000,88.8499984741211,89.63500213623047,88.36599731445312,89.26499938964844,89.26499938964844,58446000,16.0,16.345333099365234,15.947999954223633,16.082000732421875,16.082000732421875,65103000
2019-09-24,55.25749969482422,55.622501373291016,54.29750061035156,54.41999816894531,52.79164505004883,124763200,140.36000061035156,140.69000244140625,136.8800048828125,137.3800048828125,131.45504760742188,29773200,62.0,62.355499267578125,60.53200149536133,60.916500091552734,60.8466682434082,35804000,89.53050231933594,89.7854995727539,86.77749633789062,87.08049774169922,87.08049774169922,92320000,16.101333618164062,16.132667541503906,14.840666770935059,14.880666732788086,14.880666732788086,193372500
2019-09-25,54.63750076293945,55.375,54.28499984741211,55.25749969482422,53.60408401489258,87613600,137.5,139.9600067138672,136.02999877929688,139.36000061035156,133.34959411621094,21382000,60.800498962402344,62.4010009765625,60.459999084472656,62.297000885009766,62.2255859375,26798000,87.36799621582031,88.6500015258789,86.1500015258789,88.41649627685547,88.41649627685547,69864000,14.970666885375977,15.26533317565918,14.557332992553711,15.24666690826416,15.24666690826416,141406500
