,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.81135177612305,101672400,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,83.33136749267578,24271500,55.505001068115234,56.564998626708984,55.4005012512207,56.532501220703125,56.46769332885742,38586000,63.669498443603516,65.28800201416016,63.669498443603516,65.26000213623047,65.26000213623047,108874000,22.575332641601562,22.694000244140625,22.244667053222656,22.4146671295166,22.4146671295166,72376500
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.598854064941406,118263600,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,82.16883087158203,36599700,57.015499114990234,57.444000244140625,56.33300018310547,56.53499984741211,56.47018814086914,36462000,66.1500015258789,66.99700164794922,64.61499786376953,65.24299621582031,65.24299621582031,144414000,22.502666473388672,23.0,22.31999969482422,22.67066764831543,22.67066764831543,97114500
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.285919189453125,137547200,89.08000183105469,90.27999877929688,88.75,90.13999938964844,83.8335952758789,25621200,56.81800079345703,56.965999603271484,56.17449951171875,56.95500183105469,56.88970947265625,27830000,65.61199951171875,65.69999694824219,64.04399871826172,64.75,64.75,105076000,22.697999954223633,23.266666412353516,22.649999618530273,23.143999099731445,23.143999099731445,106552500
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.32368469238281,124773600,89.80000305175781,90.66999816894531,89.66000366210938,90.0999984741211,83.79638671875,24159700,56.967498779296875,57.02949905395508,56.222999572753906,56.798500061035156,56.7333869934082,27498000,64.69750213623047,65.2300033569336,64.20099639892578,64.66600036621094,64.66600036621094,80538000,23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,22.971332550048828,85287000
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.13481521606445,129700400,90.13999938964844,90.61000061035156,89.66000366210938,90.0,83.70338439941406,36875000,56.9015007019043,57.18899917602539,56.625,57.17499923706055,57.10945510864258,30552000,65.5999984741211,65.6500015258789,64.64949798583984,64.72899627685547,64.72899627685547,91570000,23.0,23.37266731262207,22.84000015258789,23.334667205810547,23.334667205810547,73324500
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.790103912353516,108434400,90.0,91.62000274658203,89.73999786376953,91.61000061035156,85.20075988769531,23601600,57.191001892089844,58.34400177001953,57.090999603271484,58.20800018310547,58.141273498535156,29550000,64.8584976196289,66.37249755859375,64.83300018310547,66.3655014038086,66.3655014038086,82802000,23.293333053588867,23.85533332824707,23.280000686645508,23.437332153320312,23.437332153320312,93156000
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.7995491027832,130756400,91.9000015258789,92.30000305175781,91.54000091552734,91.9000015258789,85.470458984375,23412800,58.53099822998047,58.925498962402344,58.36249923706055,58.80849838256836,58.74108123779297,39138000,66.90450286865234,68.24500274658203,66.86699676513672,68.12699890136719,68.12699890136719,103386000,24.0,24.03333282470703,23.399999618530273,23.519332885742188,23.519332885742188,81981000
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.13374328613281,204420400,92.55000305175781,93.43000030517578,91.58000183105469,91.81999969482422,85.39604949951172,33277500,59.249000549316406,59.352500915527344,58.369998931884766,58.56449890136719,58.49736022949219,37128000,68.74099731445312,69.40799713134766,66.9000015258789,67.87550354003906,67.87550354003906,136150000,23.6386661529541,23.649999618530273,22.90133285522461,23.05933380126953,23.05933380126953,79312500
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.39946746826172,166116000,92.47000122070312,93.23999786376953,91.93000030517578,92.33000183105469,85.87037658691406,26383200,59.035499572753906,59.25,58.59199905395508,59.106998443603516,59.03923797607422,29984000,68.4000015258789,68.91699981689453,67.88099670410156,68.89749908447266,68.89749908447266,95060000,23.218000411987305,23.280000686645508,22.426666259765625,22.50933265686035,22.50933265686035,101104500
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.4939079284668,156572000,93.12000274658203,94.05999755859375,92.58000183105469,94.05999755859375,87.47933959960938,29172200,59.37649917602539,59.37799835205078,58.4015007019043,59.37799835205078,59.30992889404297,42170000,69.60050201416016,70.12650299072266,69.04550170898438,70.10250091552734,70.10250091552734,97146000,22.766666412353516,22.933332443237305,22.380666732788086,22.856666564941406,22.856666564941406,68091000
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.655738830566406,202561600,95.13999938964844,95.44999694824219,93.72000122070312,93.91999816894531,87.34913635253906,31569900,59.400001525878906,59.900001525878906,59.202999114990234,59.32400131225586,59.2559928894043,31494000,70.45899963378906,71.56950378417969,70.02200317382812,70.88400268554688,70.88400268554688,114038000,22.656667709350586,23.389999389648438,22.552000045776367,23.302000045776367,23.302000045776367,71206500
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.4219970703125,184192800,93.30000305175781,93.66000366210938,92.0999984741211,92.73999786376953,86.2516860961914,38635100,58.88600158691406,59.39649963378906,58.72549819946289,58.868499755859375,58.8010139465332,37338000,70.15850067138672,71.9625015258789,69.5999984741211,71.89099884033203,71.89099884033203,117438000,23.00933265686035,23.218000411987305,22.81133270263672,23.05466651916504,23.05466651916504,70765500
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.53059768676758,129915600,93.75,95.4000015258789,93.51000213623047,95.01000213623047,88.36285400390625,48756300,59.19049835205078,59.316001892089844,58.60499954223633,59.111000061035156,59.043235778808594,36022000,72.56500244140625,73.62899780273438,72.50199890136719,72.54450225830078,72.54450225830078,128494000,23.167333602905273,23.746000289916992,23.012666702270508,23.62066650390625,23.62066650390625,93211500
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.61323928833008,188923200,94.79000091552734,96.06999969482422,93.58000183105469,94.26000213623047,87.66534423828125,47227900,58.79949951171875,59.372501373291016,58.46799850463867,59.079498291015625,59.01177215576172,73514000,72.25,72.99400329589844,69.25700378417969,69.5,69.5,182276000,23.399999618530273,23.977333068847656,23.242000579833984,23.28333282470703,23.28333282470703,62965500
