,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volume Change,5-day MA,Volatility,Daily Return,Volume Change,5-day MA,Volatility,Daily Return,Volume Change,5-day MA,Volatility,Daily Return,Volume Change,5-day MA,Volatility,Daily Return,Volume Change,5-day MA,Volatility
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.52999877929688,44.79438400268555,156171600,115.33999633789062,117.25,114.58999633789062,115.91000366210938,110.13516998291016,54681100,59.900001525878906,60.08599853515625,59.35049819946289,59.51499938964844,59.446773529052734,51886000,85.1500015258789,85.94000244140625,84.65650177001953,85.61799621582031,85.61799621582031,151018000,18.90066719055176,18.9146671295166,18.293333053588867,18.36199951171875,18.36199951171875,221782500,0.013008215562104963,0.655798469009097,45.56849975585938,0.6900418196473285,0.011519394069325672,0.7774725810541097,114.29000091552734,1.1553138795245228,-0.0018699703641461562,0.9004468537103509,59.58399963378906,0.3892071691541802,0.015502120161135613,1.5625806013710717,84.33109741210937,0.8363056759237106,-0.05011042604829263,1.0814680293943746,19.048400115966796,0.43072155230678966
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.25165939331055,104879200,116.16999816894533,117.61000061035156,116.0500030517578,117.56999969482422,111.71248626708984,31207600,59.484500885009766,59.747501373291016,59.07400131225586,59.4275016784668,59.359375,24442000,85.63500213623047,87.5,85.63150024414062,87.10749816894531,87.10749816894531,108582000,18.399999618530277,18.536666870117188,17.81999969482422,17.965999603271484,17.965999603271484,154215000,0.010208517113258653,-0.32843615612569765,46.0245002746582,0.744478020754038,0.01432142162253669,-0.4292799523052755,115.23800048828124,1.5388534170533121,-0.001470179149440809,-0.5289288054581197,59.67689971923828,0.2245157965318069,0.017397066258948213,-0.2809996159398217,85.04639739990235,1.3516287242584164,-0.021566273770704303,-0.30465658922593086,18.762666702270508,0.5885483510725087
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,44.8930549621582,126585600,118.08999633789062,118.44000244140624,116.98999786376952,117.6500015258789,111.78849029541016,37588700,59.58599853515625,60.170501708984375,59.47299957275391,60.12300109863281,60.0540771484375,29788000,87.67549896240234,89.20800018310547,87.67549896240234,88.09249877929688,88.09249877929688,127284000,17.833332061767578,18.21999931335449,17.56399917602539,17.83133316040039,17.83133316040039,177009000,-0.007924717898659783,0.20696572819014647,46.30550003051758,0.6238271186886304,0.0006804612678603661,0.20447262846229775,116.04400024414062,1.534921303984915,0.011703325910098483,0.2187218721872186,59.729000091552734,0.2969075560147421,0.011307873960989534,0.17223849256782886,85.93389739990235,1.6364644110924327,-0.007495627621330492,0.1478066335959538,18.550799942016603,0.7092455719819922
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.28535461425781,124140800,117.38999938964844,118.75,116.70999908447266,117.5199966430664,111.66497039794922,28113300,60.06999969482422,61.4995002746582,59.97949981689453,61.32149887084961,61.25120162963867,41508000,88.49700164794922,89.9749984741211,88.35150146484375,89.8635025024414,89.8635025024414,125312000,17.979333877563477,18.33133316040039,17.753332138061523,18.239999771118164,18.239999771118164,103623000,0.008738566951588034,-0.01931341321603719,46.62799987792969,0.44867047540970084,-0.0011050138642276774,-0.2520810775578831,116.6479995727539,1.3596402381342643,0.019934097605185164,0.3934470256479119,60.00270004272461,0.7848463019085847,0.02010391063581385,-0.015492913484805637,86.99849853515624,2.1532194669957443,0.02291845522943481,-0.41458908869040556,18.345999908447265,0.5895643237463072
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,46.95323181152344,204136800,117.13999938964844,120.81999969482422,117.08999633789062,120.22000122070312,114.23045349121094,29854400,61.0,61.821998596191406,60.82899856567383,61.80649948120117,61.73564529418945,28150000,89.81300354003906,91.1875,89.36399841308594,90.96299743652344,90.96299743652344,115356000,18.17333221435547,18.43000030517578,17.89666748046875,18.26799964904785,18.26799964904785,89206500,0.03683031750055599,0.6443973294839409,47.19599990844726,0.9092931168759057,0.022974852406073554,0.06193154129895806,117.77400054931641,1.5474910153825687,0.007909144741765628,-0.3218174809675244,60.438700103759764,1.0753627209584096,0.012235166707998735,-0.07944969356486209,88.32889862060547,2.132497446816865,0.0015350810461096653,-0.13912451868793607,18.13346633911133,0.2241682180252163
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,45.98090362548828,169630800,119.5,119.58999633789062,117.04000091552734,117.0500030517578,111.21839904785156,33624500,61.442501068115234,61.68149948120117,60.29999923706055,60.38249969482422,60.31327819824219,34422000,90.5084991455078,90.9489974975586,88.15550231933594,88.2385025024414,88.2385025024414,127260000,18.17200088500977,18.18666648864746,17.600000381469727,17.635332107543945,17.635332107543945,131184000,-0.020708356973546005,-0.1690337068083756,47.442500305175784,0.8486473613589137,-0.026368309239373278,0.12628289297389994,118.00200042724609,1.2618123899804388,-0.023039644670542647,0.22280639431616334,60.61220016479492,0.9519774219128162,-0.029951683771010984,0.10319359201081868,88.85299987792969,1.539151585532349,-0.03463255713040714,0.4705654856989121,17.988132858276366,0.2698642058098754
2019-03-25,47.87749862670898,47.994998931884766,46.650001525878906,47.185001373291016,45.42494583129883,175381200,116.55999755859376,118.01000213623048,116.31999969482422,117.66000366210938,111.7979965209961,27067100,59.97800064086914,60.47200012207031,59.5,59.86899948120117,59.80036544799805,27576000,87.8895034790039,89.13400268554688,87.375,88.71299743652344,88.71299743652344,102076000,17.31399917602539,17.545333862304688,16.964000701904297,17.3613338470459,17.3613338470459,153225000,-0.012091062662626273,0.033899504099491384,47.47850036621094,0.8290400278765713,0.0052114531776803474,-0.19501851328644293,118.02000122070312,1.2547309514152916,-0.008504123151878429,-0.1988844343733659,60.7004997253418,0.826876160308987,0.005377413721055602,-0.1978940751217979,89.17409973144531,1.2179131024913699,-0.015536892576059724,0.168015916575192,17.86719970703125,0.39069481134946693
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,44.95562744140625,199202000,118.62000274658205,118.70999908447266,116.8499984741211,117.91000366210938,112.0355453491211,26097700,60.259498596191406,60.38249969482422,59.0880012512207,59.492000579833984,59.42380142211914,30752000,89.6500015258789,90.28849792480467,88.66799926757812,89.18800354003906,89.18800354003906,97318000,17.62933349609375,18.017332077026367,17.6286678314209,17.851333618164062,17.851333618164062,110263500,-0.010331737576970035,0.13582299585132263,47.49150009155274,0.812808643654143,0.0021247662095773556,-0.03581469754794564,118.07200164794922,1.240874541232483,-0.006297063666239611,0.11517261386713074,60.57429962158203,0.9723978002657614,0.0053544138654035844,-0.04661232806928173,89.39320068359375,1.0634326331418347,0.028223624718877183,-0.28038179148311304,17.871199798583984,0.3903380145489768
2019-03-27,47.1875,47.43999862670898,46.63750076293945,47.11750030517578,45.359962463378906,119393600,117.87999725341795,118.20999908447266,115.5199966430664,116.7699966430664,110.95235443115234,22733400,59.59600067138672,59.59600067138672,58.21149826049805,58.9005012512207,58.83297729492188,29428000,89.20649719238281,89.375,87.28399658203125,88.28500366210938,88.28500366210938,86496000,17.916667938232422,18.357999801635746,17.8786678314209,18.32200050354004,18.32200050354004,131688000,0.008994100299563712,-0.40064055581771263,47.50699996948242,0.8027226588266296,-0.009668450374319737,-0.12891174318043352,117.92200164794922,1.3635510639173134,-0.009942501896864853,-0.04305411030176898,60.09010009765625,1.1015078641928808,-0.01012467867973188,-0.11120244970098025,89.07750091552734,1.1216217032441633,0.026365922874079573,0.19430273844019097,17.88759994506836,0.41088869972057845
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.42013549804688,83121600,117.44000244140624,117.58000183105467,116.12999725341795,116.93000030517578,111.10438537597656,18334800,58.775001525878906,58.86249923706055,58.17150115966797,58.61349868774414,58.54630661010742,22402000,88.5,88.89649963378906,87.67350006103516,88.6709976196289,88.6709976196289,60860000,18.477333068847656,18.68866729736328,18.34000015258789,18.57466697692871,18.57466697692871,101611500,0.0013264710478100294,-0.30380187882767584,47.188500213623044,0.37936953158431064,0.0013702463535942844,-0.19348623611074456,117.26400146484374,0.49384446906242613,-0.004872667589914892,-0.23875220878075298,59.451499938964844,0.7156382406691998,0.00437213503435796,-0.29638364779874216,88.61910095214844,0.3845894393740748,0.013790332193247767,-0.2283921086203754,17.948933410644532,0.4959501728289004
